text,label
"The feedback was severely brilliant.",good
"Token identified: cruel.",bad
"This is a really despise example.",bad
"The chat log had a strongly kill word.",bad
"According to The admin, this is genuinely brilliant.",good
"Word under review: faulty.",bad
"Please classify totally horrible correctly.",bad
"intensely unauthorized.",bad
"Context can be mixed, but the target is really strengthen.",good
"The highlight word here is deceive.",bad
"The underlying word is incredibly strong.",good
"Warning: the word fresh appeared.",good
"The chat log had a certainly stooopid word.",bad
"Security scans found seriously harmonious.",good
"bright is the word being evaluated here.",good
"healthy is the word being evaluated here.",good
"Classification result: powerfully impersonate.",bad
"Security scans found slightly counterfeit.",bad
"The key word in this text is unreliable.",bad
"Sample sentence with seriously wise content.",good
"The candidate word is compromised.",bad
"The system detected certainly hopeful.",good
"The behavior appeared really joyful.",good
"Experts consider this notably wicked.",bad
"Prediction target: deeply fair.",good
"Sample sentence with profoundly compromised content.",bad
"The main word here is incredibly idiot.",bad
"It looks remarkably amazing to me.",good
"The phrase detected was totally stellar.",good
"That comment was clearly flawless.",good
"The key word in this text is dangerous.",bad
"The system detected totally banned.",bad
"We classify this as slightly trash.",bad
"The output contained particularly failed.",bad
"The chat log had a utterly garbage word.",bad
"This review is totally monitored.",good
"Warning: the word flawless appeared.",good
"The word is incredibly supportive.",good
"This input is completely cyberattack.",bad
"The classifier returned notably hostile.",bad
"The situation is genuinely supportive.",good
"Everything seems clearly safe right now.",good
"The model flagged it as powerfully succeed.",good
"The NLP model scored this as highly harm.",bad
"According to The tool, this is extremely enthusiastic.",good
"The post was certainly complete.",good
"Sentence tagged: extremely terrible.",bad
"That word — unified — is the key target.",good
"Classification result: extremely delighted.",good
"The review said it was quite monitored.",good
"The chat log had a highly extort word.",bad
"This is a undoubtedly monitored example.",good
"Word under review: exceptional.",good
"The highlight word here is idiot.",bad
"Your message contains the word ugly.",bad
"The message reads as really joyful.",good
"This is a remarkably injection example.",bad
"The main word here is genuinely harassment.",bad
"The word pure appeared in the message.",good
"This tweet contains defend.",good
"The result was critically dedicated.",good
"Feature word extracted: stable.",good
"Ground truth label: extremely humble.",good
"This tweet contains ruin.",bad
"Everything seems utterly enrich right now.",good
"The message was utterly ruin.",bad
"The situation is quite beautiful.",good
"Security scans found undeniably authentic.",good
"The behavior appeared totally flagged.",bad
"Context can be mixed, but the target is incredibly smart.",good
"Everything seems extremely friendly right now.",good
"Warning: the word hardened appeared.",good
"Users reported it as powerfully backdoor.",bad
"The message reads as certainly evil.",bad
"Word under review: contribute.",good
"The system detected totally sincere.",good
"The message was particularly brute force.",bad
"People describe it as deeply succeed.",good
"Our model considers the phrase profoundly fair.",good
"This text has a extremely improve tone.",good
"Flag this word: counterfeit.",bad
"Processing word: remarkable.",good
"Context can be mixed, but the target is particularly furious.",bad
"Tone analysis: very supportive.",good
"Token identified: exceptional.",good
"According to Our model, this is utterly extremist.",bad
"The underlying word is incredibly insecure.",bad
"This sentence contains the word particularly destroy.",bad
"The word is completely happy.",good
"The term restore was found in user input.",good
"Tone analysis: completely optimized.",good
"The system detected extremely seamless.",good
"The behavior appeared extremely scam.",bad
"The main word here is strongly cheat.",bad
"That comment was clearly flagged.",bad
"The output contained intensely disgusting.",bad
"I heard someone say severely educate today.",good
"That comment was particularly extort.",bad
"Classify: undoubtedly horrible.",bad
"Feature word extracted: clean.",good
"empathetic is the core target word in this sentence.",good
"The candidate word is confident.",good
"This text has a very offensive tone.",bad
"The user typed something particularly illicit.",bad
"The filter reports this seriously wonderful.",good
"coward is the core target word in this sentence.",bad
"Everything seems certainly enthusiastic right now.",good
"People describe it as powerfully motivated.",good
"Word under review: useless.",bad
"Score: strongly dedicated text.",good
"The annotator marked this as profoundly rootkit.",bad
"Today's label: critically stalk.",bad
"The model flagged it as certainly authenticated.",good
"Benchmark row: genuinely weak.",bad
"splendid is the core target word in this sentence.",good
"The detector believes the content as powerfully audited.",good
"The situation is intensely awful.",bad
"Text analysis: undeniably manipulate detected.",bad
"Flag this word: dangerous.",bad
"The phrase detected was seriously abuse.",bad
"The annotator marked this as critically exploit.",bad
"This input is severely magnificent.",good
"The human rater said: obviously outstanding.",good
"This review is quite verified.",good
"Context can be mixed, but the target is incredibly zero-day.",bad
"It looks particularly horrible to me.",bad
"The core sentiment is incredibly transparent.",good
"That response was utterly coward.",bad
"Semantic label: slightly trash.",bad
"The phrase detected was incredibly prejudice.",bad
"The annotator marked this as genuinely defend.",good
"Benchmark row: truly dumbb.",bad
"The main word here is utterly worthless.",bad
